CMPD_CHEMBLID,exp,smiles
CHEMBL452673,-2,COC1=C(O)[C@H](OC1=O)[C@@H](O)CO
CHEMBL449886,-2,OCC(O)C1OC(=O)C(=C1O)OCCCO[N+](=O)[O-]
CHEMBL451812,1.29,COC(OC)C1=C(C(C(=C(C)N1)C(=O)O)c2cccc(Cl)c2)C(=O)OC\\C=C\\c3ccccc3
CHEMBL642,-0.48,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C
CHEMBL642,-0.44,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C
CHEMBL11,1.33,CN(C)CCCN1c2ccccc2CCc3ccccc13
CHEMBL8821,0.39,CC(C)N(CC[C@](C(=O)N)(c1ccccc1)c2ccccn2)C(C)C
CHEMBL1055,0.85,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23
CHEMBL505,0.26,CN(C)CCC(c1ccc(Cl)cc1)c2ccccn2
CHEMBL24,-0.19,CC(C)NCC(O)COc1ccc(CC(=O)N)cc1
CHEMBL22,0.63,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
CHEMBL84158,-0.9,CCN(CC)CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C
CHEMBL1187846,0.3,CN1[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@@H]23)OC(=O)[C@H](CO)c4ccccc4
CHEMBL1790041,-0.99,CNC(=C[N+](=O)[O-])NCCSCc1oc(CN(C)C)cc1
CHEMBL1294,1.5,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1
CHEMBL27,0.69,CC(C)NCC(O)COc1cccc2ccccc12
CHEMBL631,1.6,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2
CHEMBL640,-0.94,CCN(CC)CCNC(=O)c1ccc(N)cc1
CHEMBL139,0.81,OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl
CHEMBL72,0.89,CNCCCN1c2ccccc2CCc3ccccc13
CHEMBL30,0.29,CN\\C(=N/CCSCc1nc[nH]c1C)\\NC#N
CHEMBL1091,2.11,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
CHEMBL389621,1.42,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23
CHEMBL106,0.41,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F
CHEMBL657,0.72,CN(C)CCOC(c1ccccc1)c2ccccc2
CHEMBL517712,-0.36,CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3
CHEMBL130,1.04,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-]
CHEMBL113,-0.14,CN1C(=O)N(C)c2ncn(C)c2C1=O
CHEMBL11,1.43,CN(C)CCCN1c2ccccc2CCc3ccccc13
CHEMBL8821,0.52,CC(C)N(CC[C@](C(=O)N)(c1ccccc1)c2ccccn2)C(C)C
CHEMBL1055,0.94,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23
CHEMBL505,0.28,CN(C)CCC(c1ccc(Cl)cc1)c2ccccn2
CHEMBL24,-0.16,CC(C)NCC(O)COc1ccc(CC(=O)N)cc1
CHEMBL22,0.67,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
CHEMBL84158,-0.85,CCN(CC)CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C
CHEMBL1187846,0.28,CN1[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@@H]23)OC(=O)[C@H](CO)c4ccccc4
CHEMBL1790041,-0.91,CNC(=C[N+](=O)[O-])NCCSCc1oc(CN(C)C)cc1
CHEMBL1294,1.45,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1
CHEMBL27,0.72,CC(C)NCC(O)COc1cccc2ccccc12
CHEMBL631,1.77,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2
CHEMBL640,-0.89,CCN(CC)CCNC(=O)c1ccc(N)cc1
CHEMBL139,0.83,OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl
CHEMBL72,1.09,CNCCCN1c2ccccc2CCc3ccccc13
CHEMBL30,0.34,CN\\C(=N/CCSCc1nc[nH]c1C)\\NC#N
CHEMBL1091,2.21,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
CHEMBL389621,1.45,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23
CHEMBL106,0.44,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F
CHEMBL657,0.67,CN(C)CCOC(c1ccccc1)c2ccccc2
CHEMBL517712,-0.35,CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3
CHEMBL130,1.05,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-]
CHEMBL113,-0.13,CN1C(=O)N(C)c2ncn(C)c2C1=O
CHEMBL111,5.8,Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4
CHEMBL496770,5.3,Clc1ccc(cc1)n2c(nc3c(NN4CCCCC4)ncnc23)c5ccc(Cl)cc5Cl
CHEMBL524087,6.3,Clc1ccc(cc1)n2c(nc3c(NC4CCCCC4)ncnc23)c5ccc(Cl)cc5Cl
CHEMBL496352,5.9,Clc1ccc(cc1)n2c(nc3c(ncnc23)N4CCCCC4)c5ccc(Cl)cc5Cl
CHEMBL522235,5.4,Clc1ccc(cc1)n2c(nc3c(ncnc23)N4CCCCC4)c5ccccc5Cl
CHEMBL498411,4.8,CN1CCN(CC1)c2ncnc3c2nc(c4ccc(Cl)cc4Cl)n3c5ccc(Cl)cc5
CHEMBL496555,4.1,CN1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5
CHEMBL219768,0.77,COc1ccc(cc1)N2N=C(C)CC2=O
CHEMBL510434,1.28,CC1=NN(C(=O)C1)c2ccc(OCc3no[n+]([O-])c3C#N)cc2
CHEMBL523928,0.48,CC1=NN(C(=O)C1)c2ccc(OCc3no[n+]([O-])c3C(=O)N)cc2
CHEMBL497168,3.16,CC1=NN(C(=O)C1)c2ccc(OCCCOc3no[n+]([O-])c3S(=O)(=O)c4ccccc4)cc2
CHEMBL497994,3.56,CC1=NN(C(=O)C1)c2ccc(OCCCOc3no[n+]([O-])c3c4ccccc4)cc2
CHEMBL522048,2.54,CC1=NN(C(=O)C1)c2ccc(OCCCCC(CO[N+](=O)[O-])O[N+](=O)[O-])cc2
CHEMBL495719,2.67,CC1=NN(C(=O)C1)c2ccc(OCCCCCCO[N+](=O)[O-])cc2
CHEMBL495513,1.59,CC1=NN(C(=O)C1)c2ccc(OCCCO[N+](=O)[O-])cc2
CHEMBL495727,2.1,O=C(NC1CC1)Nc2c[nH]nc2c3nc4cc(CN5CCOCC5)ccc4[nH]3
CHEMBL458421,3.1,Fc1cccc(F)c1NC(=O)Nc2c[nH]nc2c3nc4cc(CN5CCOCC5)ccc4[nH]3
CHEMBL519540,5,Clc1ccc(CCN(C2CCC3(CC2)OCCO3)C(=O)c4csc5ccccc45)cc1
CHEMBL487167,4.9,O[C@@H]1CC[C@H](CC1)N(CCc2ccc(Cl)cc2)C(=O)c3csc4ccccc34
CHEMBL471009,4,Clc1ccc(CCN(C2CCC3(CC2)OCCO3)C(=O)c4cccc5cnccc45)cc1
CHEMBL518254,5,O[C@@H]1CC[C@H](CC1)N(CCc2ccc(Cl)cc2)C(=O)c3cccc4ccccc34
CHEMBL453725,0.5,CN(O)C1=C(NCCc2ccccc2)C(=O)C1=O
CHEMBL512440,2.63,Cn1cc(cn1)c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4
CHEMBL469209,2.32,Cc1ccc(nn1)c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4
CHEMBL512092,2.68,CC1(C)Cc2nc(sc2C(=O)N1)N3CCOc4ccc(cc34)c5cn[nH]c5
CHEMBL498184,3.04,Cc1n[nH]c(C)c1c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4
CHEMBL498185,2.74,CC(C)(O)Cn1cc(cn1)c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4
CHEMBL498383,2.3,Cc1nn(CC(C)(C)O)c(C)c1c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4
CHEMBL521721,2.73,CCn1cc(cn1)c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4
CHEMBL496331,3.57,CCn1nc(C)c(c1C)c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4
CHEMBL496332,2.19,COCC(O)Cn1cc(cn1)c2ccc3OCCN(c4nc5CC(C)(C)NC(=O)c5s4)c3c2
CHEMBL525352,3.23,Cc1nn(C)c(C)c1c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4
CHEMBL522069,3.91,CC1(C)Cc2nc(sc2C(=O)N1)N3CCOc4ccc(cc34)c5cnn(Cc6ccccc6)c5
CHEMBL496541,2.94,CC1(C)Cc2nc(sc2C(=O)N1)N3CCOc4ccc(cc34)c5cnn(Cc6cccnc6)c5
CHEMBL496542,3,Cc1nn(C)cc1c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4
CHEMBL498000,1.16,CC1(C)Cc2nc(sc2C(=O)N1)N3CCOc4ccc(cc34)c5cnn(CCN)c5
CHEMBL526463,0.38,Cc1nn(CCCN)cc1c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4
CHEMBL498001,1.98,Cn1ncc(c1N)c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4
CHEMBL491440,0.6,CC1(C)Cc2nc(sc2C(=O)N1)N3CCOc4ccc(Nc5ccc(nn5)N6CCNCC6)cc34
CHEMBL491641,1.97,Cc1cc(C)c(Nc2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4)nn1
CHEMBL490428,2.39,Cc1ccc(Nc2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4)nn1
CHEMBL522910,2.74,COc1ccc(Nc2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4)nn1
CHEMBL496940,3.72,CC1(C)Cc2nc(sc2C(=O)N1)N3CCOc4ccc(Nc5ccc(nn5)c6ccccc6)cc34
CHEMBL496941,2.45,CC1(C)Cc2nc(sc2C(=O)N1)N3CCOc4ccc(cc34)c5ccc(nn5)N6CCNCC6
CHEMBL498379,1.75,CN1CCN(CC1)c2ccc(nn2)c3ccc4OCCN(c4c3)c5nc6CC(C)(C)NC(=O)c6s5
CHEMBL498586,2.61,CN(C)c1ccc(nn1)c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4
CHEMBL498587,0.22,COc1ccc(nn1)c2ccc3OCCN(c3c2)c4nc5CC(C)(C)NC(=O)c5s4
CHEMBL524466,1.94,CC1(C)Cc2nc(sc2C(=O)N1)N3CCOc4ccc(cc34)c5ccc(N)nn5
CHEMBL393804,2.83,CN(C)C(=O)c1cn2c(C)c(C)nc2c3OC(CCc13)c4ccccc4
CHEMBL465087,2.91,CN(C)C(=O)c1cn2c(C)c(C)nc2c3OC4(CCc5ccccc45)CCc13
CHEMBL464435,3.29,CNC(=O)c1cn2c(C)c(C)nc2c3OC4(CCc5ccccc45)CCc13
CHEMBL464436,3.64,Cc1nc2c3OC4(CCc5ccccc45)CCc3c(cn2c1C)C(=O)NC6CC6
CHEMBL465639,3.19,Cc1nc2c3OC4(CCc5ccccc45)CCc3c(cn2c1C)C(=O)N6CCC6
CHEMBL479816,3.17,Cc1nc2c3OC4(CCc5ccccc45)CCc3c(cn2c1C)C(=O)N6CC(F)C6
CHEMBL518611,3.57,Cc1nc2c3OC4(CCc5ccccc45)CCc3c(cn2c1C)C(=O)N6CC(F)(F)C6
CHEMBL479817,3.36,Cc1nc2c3OC4(CCc5ccccc45)CCc3c(cn2c1C)C(=O)N6CCCC6
CHEMBL479818,3.87,Cc1nc2c3OC4(CCc5ccccc45)CCc3c(cn2c1C)C(=O)N6CCCCC6
CHEMBL481387,2.85,Cc1nc2c3OC4(CCc5ccccc45)CCc3c(cn2c1C)C(=O)N6CCOCC6
CHEMBL519612,4.7,Cc1nc2c3OC4(CCc5ccccc45)CCc3c(cn2c1C)C(=O)Nc6ccccc6
CHEMBL520572,3.15,CON(C)C(=O)c1cn2c(C)c(C)nc2c3OC4(CCc5ccccc45)CCc13
CHEMBL480216,3.42,CN(C)C(=O)c1cn2c(C)c(C)nc2c3OC4(CCc5c(C)cccc45)CCc13
CHEMBL518603,2.9,CN(C)C(=O)c1cn2c(C)c(C)nc2c3OC4(CCc13)Cc5ccccc5C4
CHEMBL480408,3,CN(C)C(=O)c1cn2c(C)c(C)nc2c3OC4(CCc5cc(F)ccc45)CCc13
CHEMBL521805,0.5,O=S(=O)(c1ccccc1)c2ccc3CCNCCc3c2
CHEMBL493950,1,CN(Cc1ccccc1)S(=O)(=O)c2ccc3CCNCCc3c2
CHEMBL492556,1,CN(CC1COc2ccccc12)S(=O)(=O)c3ccc4CCNCCc4c3
CHEMBL524171,1.1,Clc1ccccc1OC2CN(C2)S(=O)(=O)c3ccc4CCNCCc4c3
CHEMBL448971,1.3,Clc1ccccc1O[C@@H]2CCN(C2)S(=O)(=O)c3ccc4CCNCCc4c3
CHEMBL492557,1.3,Clc1ccccc1O[C@H]2CCN(C2)S(=O)(=O)c3ccc4CCNCCc4c3
CHEMBL523521,1.6,Clc1ccc(OC2CN(C2)S(=O)(=O)c3ccc4CCNCCc4c3)cc1
CHEMBL493757,1.7,Clc1cccc(OC2CN(C2)S(=O)(=O)c3ccc4CCNCCc4c3)c1
CHEMBL492301,2,Clc1ccccc1OC2CCN(CC2)S(=O)(=O)c3ccc4CCNCCc4c3
CHEMBL76,0.06,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
CHEMBL1630,3.08,Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
CHEMBL453384,2.4,CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1F
CHEMBL523342,3,CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1Cl
CHEMBL492568,4,CS(=O)(=O)N1CC2(CCN(CC2)C(=O)Nc3ccc(cc3)c4ccccc4)c5ccccc15
CHEMBL464415,2.1,Cl.ONC(=O)\\C=C\\c1ccc2c(c1)nc(CCc3ccccc3)n2CCN4CCCC4
CHEMBL491328,1.5,COC(=O)N[C@@H](CC(C)N1CCC(CC1)n2c(C)nnc2C(C)C)c3ccccc3
CHEMBL515261,1.9,CC(C)c1nnc(C)n1C2CCN(CC2)C(C)C[C@H](NC(=O)CC3CC3)c4ccccc4
CHEMBL491679,1.9,Cl.CC(C)c1nnc(C)n1C2CCN(CC2)C(C)C[C@H](NC(=O)C3CC(F)(F)C3)c4ccccc4
CHEMBL489513,2,CC(C)c1nnc(C)n1C2CCN(CC2)C(C)C[C@H](NC(=O)C3CC(F)(F)C3)c4ccccc4
CHEMBL491319,2.2,CC(C)c1nnc(C)n1C2CCN(CC2)[C@H](C)C[C@H](NC(=O)C3CC(F)(F)C3)c4ccccc4
CHEMBL473759,2.5,CC(C)c1nnc(C)n1C2CCN(CC2)C(C)C[C@H](NC(=O)C3CCCCC3)c4ccccc4
CHEMBL465957,1.21,OC(=O)C1CCN(C1)c2ccc(cn2)C(=O)Nc3nc(cs3)c4cccc(c4F)C(F)(F)F
CHEMBL455445,7.1,Fc1c(cccc1C(F)(F)F)c2csc(NC(=O)c3cnc(N4CCCCC4)c(Cl)c3)n2
CHEMBL523097,1.83,OC(=O)C1CCN(CC1)c2ccc(cn2)C(=O)Nc3nc(cs3)c4cccc(c4F)C(F)(F)F
CHEMBL524116,1.57,C[C@@H](Nc1ncc(cc1Cl)C(=O)Nc2nc(cs2)c3cccc(c3F)C(F)(F)F)C(=O)O
CHEMBL211912,1.6,CC(C)c1nnc(C)n1C2CC3CCC(C2)N3CC[C@H](NC(=O)C4CCC4)c5ccccc5
CHEMBL425264,1.8,CC(C)c1nnc(C)n1C2CC3CCC(C2)N3CC[C@H](NC(=O)CCC(F)(F)F)c4ccccc4
CHEMBL497251,0.158,[Br-].CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CC[N+](CCO)(CCO)CC3
CHEMBL740,0.087,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(CC3)C=O
CHEMBL497253,-0.043,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(Cn4cnc5ccccc45)CC3
CHEMBL522409,-0.043,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(CN4CCOCC4)CC3
CHEMBL9,-0.41,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCNCC3
CHEMBL501476,-0.8,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(CN4C(=O)CCC4=O)CC3
CHEMBL501475,-0.85,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(CN4N=C(C)CC4=O)CC3
CHEMBL484995,3.7,Nc1nc2cccc(c3ccccc3)c2n1Cc4ccc(Cl)c(Cl)c4
CHEMBL486716,2.5,Clc1ccc2cc(ccc2c1)S(=O)(=O)CCC(=O)N3CCC(CC3)c4cnc5ccccn45
CHEMBL484097,2,Cc1ncc(C2CCN(CC2)C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)n1C
CHEMBL521315,2,Cn1cncc1C2CCN(CC2)C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3
CHEMBL483135,2,Cc1ncc([nH]1)C2CCN(CC2)C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3
CHEMBL486717,2,Clc1ccc2cc(ccc2c1)S(=O)(=O)CCC(=O)N3CCC(CC3)c4cnc[nH]4
CHEMBL519562,2.2,Clc1ccc2cc(ccc2c1)S(=O)(=O)CCC(=O)N3CCC(CC3)c4cnc5CCCCn45
CHEMBL514861,2.2,Cc1nccn1CCC2CCN(CC2)C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3
CHEMBL468579,2.6,CNCCN[C@@H](C(C)C)c1cccc(F)c1N2CCN(CC2)C(=O)[C@H](C)Cc3ccc(Cl)cc3
CHEMBL240364,2.4,CC(C)[C@H](NC(=O)CCN)c1cc(C)ccc1N2CCN(CC2)C(=O)[C@H](C)Cc3ccc(Cl)cc3
CHEMBL1162994,2.4,CC(C)(C)[C@H](NC(=O)N1C(=O)N(CCC2CCOCC2)c3ccccc13)C(=O)N
CHEMBL506652,2.2,CC(C)(C)[C@H](NC(=O)N1C(=O)N(CCC(C)(C)O)c2ccccc12)C(=O)N
CHEMBL523415,2.2,CC(C)(O)CN1C(=O)N(C(=O)N[C@H](C(=O)N)C(C)(C)C)c2ccccc12
CHEMBL497124,1.9,CC(C)(C)[C@H](NC(=O)N1C(=O)N(CCC2(O)CCOCC2)c3ccccc13)C(=O)N
CHEMBL522906,1.6,CC(C)(C)[C@H](NC(=O)N1C(=O)N(CC2(O)CCOCC2)c3ccccc13)C(=O)N
CHEMBL527071,3.4,CC(C)CCN1C(=O)N(C(=O)N[C@H](C(=O)N)C(C)(C)C)c2ccccc12
CHEMBL498152,1.5,CN(C)CCN1C(=O)N(C(=O)N[C@H](C(=O)N)C(C)(C)C)c2ccccc12
CHEMBL524818,1.5,CC(C)(C)[C@H](NC(=O)N1C(=O)N(CCN2CCCC2)c3ccccc13)C(=O)N
CHEMBL496497,2.1,CC(C)(C)[C@H](NC(=O)N1C(=O)N(CC2CCCO2)c3ccccc13)C(=O)N
CHEMBL517408,2.6,[11CH3]NC(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4
CHEMBL409450,2.59,O\\N=C/1\\C(=C/2\\C(=O)Nc3cc(Br)ccc23)\\Nc4ccccc14
CHEMBL3216218,1.74,Cl.Cl.CN1CCN(CCO\\N=C/2\\C(=C/3\\C(=O)Nc4cc(Br)ccc34)\\Nc5ccccc25)CC1
CHEMBL3216659,-0.87,Cl.Cl.Brc1ccc2\\C(=C/3\\Nc4ccccc4/C/3=N\\OCCN5CCNCC5)\\C(=O)Nc2c1
CHEMBL493883,1.16,Cl.Brc1ccc2\\C(=C/3\\Nc4ccccc4/C/3=N\\OCCN5CCCC5)\\C(=O)Nc2c1
CHEMBL523694,1.19,Cl.CCN(CC)CCO\\N=C/1\\C(=C/2\\C(=O)Nc3cc(Br)ccc23)\\Nc4ccccc14
CHEMBL521834,1.69,Cl.CN(C)CCO\\N=C/1\\C(=C/2\\C(=O)Nc3cc(Br)ccc23)\\Nc4ccccc14
CHEMBL513568,1.45,Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CCNC4)CC3)c5cccs5
CHEMBL179691,1.8,COc1cccc(C2=C(C)N(Cc3c(F)cccc3F)C(=O)N(C[C@H](N)c4ccccc4)C2=O)c1F
CHEMBL201270,2.39,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(cc3)n4ccnc4)CC2
CHEMBL424667,2.26,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc4nonc4c3)CC2
CHEMBL465014,2.22,COc1ccccc1N2CCN(CCCNC(=O)c3ccc(cc3)n4ccnc4)CC2
CHEMBL456232,2.34,COc1ccccc1N2CCN(CCCNC(=O)c3ccc4nonc4c3)CC2
CHEMBL514562,2.51,COc1cccc(c1)N2CCN(CCCCNC(=O)c3ccc(cc3)n4ccnc4)CC2
CHEMBL458554,2.48,COc1cccc(c1)N2CCN(CCCCNC(=O)c3ccc4nonc4c3)CC2
CHEMBL457974,2.37,COc1ccc(cc1)N2CCN(CCCCNC(=O)c3ccc(cc3)n4ccnc4)CC2
CHEMBL447907,2.41,COc1ccc(cc1)N2CCN(CCCCNC(=O)c3ccc4nonc4c3)CC2
CHEMBL456233,2.4,FCCOc1ccccc1N2CCN(CCCCNC(=O)c3ccc(cc3)n4ccnc4)CC2
CHEMBL515535,2.26,FCCOc1ccccc1N2CCN(CCCCNC(=O)c3ccc4nonc4c3)CC2
CHEMBL458758,2.51,FCCOc1cccc(c1)N2CCN(CCCCNC(=O)c3ccc(cc3)n4ccnc4)CC2
CHEMBL458759,2.53,FCCOc1cccc(c1)N2CCN(CCCCNC(=O)c3ccc4nonc4c3)CC2
CHEMBL514908,2.8,COc1cc(F)cc(c1)N2CCN(CCCCNC(=O)c3ccc(cc3)n4ccnc4)CC2
CHEMBL458354,3.12,COc1cc(F)cc(c1)N2CCN(CCCCNC(=O)c3ccc4nonc4c3)CC2
CHEMBL507806,-0.4,NC[C@@H]1C[C@@]1(C(=O)N(CC=C)Cc2nccs2)c3cccs3
CHEMBL471001,-0.2,CCN(CC)C(=O)[C@@]1(C[C@H]1CN)c2ccccc2
CHEMBL472253,0.1,CCN(CC#C)C(=O)[C@]1(C[C@H]1CN)c2cccs2
CHEMBL259209,0.2,CCN(CC)C(=O)C1(CC1CN)c2ccccc2
CHEMBL469946,0.2,CCN(CC(=C)F)C(=O)[C@]1(C[C@H]1CN)c2cccs2
CHEMBL513248,0.2,NC[C@@H]1C[C@@]1(C(=O)N(CC#C)CC#C)c2cccs2
CHEMBL512851,0.3,NC[C@@H]1C[C@@]1(C(=O)N(CC=C)CC=C)c2cccs2
CHEMBL471211,0.5,NC[C@@H]1C[C@@]1(C(=O)N2Cc3ccccc3C2)c4cccs4
CHEMBL641,0.8,CNCC[C@@H](Oc1ccccc1C)c2ccccc2
CHEMBL486745,2,COc1cccc(c1F)c2cc(NC(=O)C)nc(n2)n3nc(C)cc3C
CHEMBL486130,2.4,CC(=O)Nc1cc(nc(n1)n2nc(C)cc2C)c3cncc(O)c3
CHEMBL486131,2.4,COc1cncc(c1)c2cc(NC(=O)CN3CCOCC3)nc(n2)n4nc(C)cc4C
CHEMBL486140,2.8,CCC(=O)Nc1cc(nc(n1)n2nc(C)cc2C)c3cncc(OC)c3
CHEMBL487569,3.2,COc1cc(OC)cc(c1)c2cc(NC(=O)C)nc(n2)n3nc(C)cc3C
CHEMBL487554,3.6,COC1CN(C1)c2cccc(n2)c3cc(NC(=O)C)nc(n3)n4nc(C)cc4C
CHEMBL476404,2.8,COc1ccc(cc1)c2c(C#N)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCC4
CHEMBL476232,2.8,COc1ccc(cc1)c2c(C#N)c(nn2c3ccc(F)cc3Cl)C(=O)NN4CCCCC4
CHEMBL477004,2.9,COc1ccc(cc1)c2c(C#N)c(nn2c3ccc(F)cc3Br)C(=O)NN4CCCCC4
CHEMBL477642,3.5,Clc1ccc(cc1)c2c(C#N)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4
CHEMBL515022,2.9,FCOc1ccc(cc1)c2c(C#N)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4
CHEMBL111,4.6,Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4
CHEMBL514215,3.3,COc1ccc(cc1)c2c(C#N)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4
CHEMBL514361,3.4,COc1ccc(cc1)c2c(C#N)c(nn2c3ccccc3Br)C(=O)NN4CCCCC4
CHEMBL476183,2.5,COc1ccc(cc1)c2c(C(=O)N)c(nn2c3ccccc3Br)C(=O)NN4CCCCC4
CHEMBL515622,3.6,CCN(Cc1ccccc1)C(=O)CN2C(=O)N(CCF)c3cnc(nc23)c4ccccc4
CHEMBL476607,3.2,CN(Cc1ccccc1)C(=O)CN2C(=O)N(CCF)c3cnc(nc23)c4ccccc4
CHEMBL476811,3.1,CN1C(=O)N(CC(=O)N(CCF)Cc2ccccc2)c3nc(ncc13)c4ccccc4
CHEMBL513922,3.3,CCN(Cc1ccccc1)C(=O)CN2C(=O)N(C)c3cnc(nc23)c4ccccc4
CHEMBL481537,3.7,CCC(C)N(C)C(=O)c1cc2ccccc2c(n1)c3ccccc3Cl
CHEMBL292092,3.8,COc1ccc(OCCF)c(CN(C(=O)C)c2cc(F)ccc2Oc3ccccc3)c1
CHEMBL472490,2.9,CNc1cc2c(NC3Cc4ccccc4C3)ncnc2cn1
CHEMBL469382,3,OCCOCCNc1cc2c(NC3Cc4ccccc4C3)ncnc2cn1
CHEMBL471435,2.8,C(CN1CCOCC1)Nc2cc3c(NC4CCCCC4)ncnc3cn2
CHEMBL470396,3.4,C(CN1CCOCC1)Oc2cc3c(NC4CCCCCC4)ncnc3cn2
CHEMBL483201,-0.52,NS(=O)(=O)c1cccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1
CHEMBL1263,1.06,OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc2ccccc2
CHEMBL471304,3.2,Cc1ccnc(c1)n2cc(CN3CCC4(CC3)OCc5ccccc45)c(C)n2
CHEMBL471299,2.1,Cc1nn(cc1CN2CCC3(CC2)OCc4ccccc34)c5c(Cl)cccc5NS(=O)(=O)C
